Addendum AA -- ASC Covered Surgical Procedures for CY 2021                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2020 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2020 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, April 2021 Payment Indicator,April 2021 Payment Weight  ,April 2021 Payment Rate 
62294,,Injection into spinal artery,Y,A2,8.4901,$415.61 
62302,,Myelography lumbar injection,N,N1,,
62303,,Myelography lumbar injection,N,N1,,
62304,,Myelography lumbar injection,N,N1,,
62305,,Myelography lumbar injection,N,N1,,
62320,,Njx interlaminar crv/thrc,Y,G2,6.5508,$320.67 
62321,,Njx interlaminar crv/thrc,Y,G2,6.5508,$320.67 
62322,,Njx interlaminar lmbr/sac,Y,G2,6.5508,$320.67 
62323,,Njx interlaminar lmbr/sac,Y,G2,6.5508,$320.67 
62324,,Njx interlaminar crv/thrc,Y,G2,8.4901,$415.61 
62325,,Njx interlaminar crv/thrc,Y,G2,8.4901,$415.61 
62326,,Njx interlaminar lmbr/sac,Y,G2,8.4901,$415.61 
62327,,Njx interlaminar lmbr/sac,Y,G2,8.4901,$415.61 
62328,,Dx lmbr spi pnxr w/fluor/ct,Y,G2,6.5508,$320.67 
62329,,Ther spi pnxr csf fluor/ct,Y,G2,6.5508,$320.67 
62350,,Implant spinal canal cath,Y,J8,72.1758,"$3,533.15 "
62351,,Implant spinal canal cath,Y,G2,59.8375,"$2,929.17 "
62355,,Remove spinal canal catheter,N,A2,16.439,$804.72 
62360,,Insert spine infusion device,Y,J8,281.7783,"$13,793.61 "
62361,,Implant spine infusion pump,Y,J8,274.734,"$13,448.78 "
62362,,Implant spine infusion pump,Y,J8,289.3212,"$14,162.85 "
62365,,Remove spine infusion device,N,A2,49.7725,"$2,436.46 "
62367,,Analyze spine infus pump,N,P3,,$13.61 
62368,,Analyze sp inf pump w/reprog,N,P3,,$19.19 
62369,,Anal sp inf pmp w/reprg&fill,N,P3,,$72.93 
62370,,Anl sp inf pmp w/mdreprg&fil,N,P3,,$66.30 
62380,,Ndsc dcmprn 1 ntrspc lumbar,Y,G2,59.8375,"$2,929.17 "
63001,,Remove spine lamina 1/2 crvl,Y,G2,59.8375,"$2,929.17 "
63003,,Remove spine lamina 1/2 thrc,Y,G2,59.8375,"$2,929.17 "
63005,,Remove spine lamina 1/2 lmbr,Y,G2,59.8375,"$2,929.17 "
63011,,Remove spine lamina 1/2 scrl,Y,G2,59.8375,"$2,929.17 "
63012,,Remove lamina/facets lumbar,Y,G2,59.8375,"$2,929.17 "
63015,,Remove spine lamina >2 crvcl,Y,G2,59.8375,"$2,929.17 "
63016,,Remove spine lamina >2 thrc,Y,G2,59.8375,"$2,929.17 "
63017,,Remove spine lamina >2 lmbr,Y,G2,59.8375,"$2,929.17 "
63020,,Neck spine disk surgery,Y,G2,59.8375,"$2,929.17 "
63030,,Low back disk surgery,Y,G2,59.8375,"$2,929.17 "
63035,,Spinal disk surgery add-on,N,N1,,
63040,,Laminotomy single cervical,Y,G2,59.8375,"$2,929.17 "
63042,,Laminotomy single lumbar,Y,G2,59.8375,"$2,929.17 "
63043,,Laminotomy addl cervical,N,N1,,
63044,,Laminotomy addl lumbar,N,N1,,
63045,,Remove spine lamina 1 crvl,Y,G2,59.8375,"$2,929.17 "
63046,,Remove spine lamina 1 thrc,Y,G2,59.8375,"$2,929.17 "
63047,,Remove spine lamina 1 lmbr,Y,G2,59.8375,"$2,929.17 "
63048,,Remove spinal lamina add-on,N,N1,,
63055,,Decompress spinal cord thrc,Y,G2,59.8375,"$2,929.17 "
63056,,Decompress spinal cord lmbr,Y,G2,59.8375,"$2,929.17 "
63057,,Decompress spine cord add-on,N,N1,,
63064,,Decompress spinal cord thrc,Y,G2,59.8375,"$2,929.17 "
63066,,Decompress spine cord add-on,N,N1,,
63075,,Neck spine disk surgery,Y,G2,59.8375,"$2,929.17 "
63076,,Neck spine disk surgery,N,N1,,
63600,,Remove spinal cord lesion,Y,A2,16.439,$804.72 
63610,,Stimulation of spinal cord,Y,J8,24.294,"$1,189.24 "
63650,,Implant neuroelectrodes,N,J8,91.3779,"$4,473.13 "
63655,,Implant neuroelectrodes,N,J8,342.3701,"$16,759.70 "
63661,,Remove spine eltrd perq aray,N,G2,16.439,$804.72 
63662,,Remove spine eltrd plate,N,G2,37.4106,"$1,831.32 "
63663,,Revise spine eltrd perq aray,N,J8,91.8833,"$4,497.87 "
63664,,Revise spine eltrd plate,N,J8,185.0611,"$9,059.11 "
63685,,Insrt/redo spine n generator,N,J8,488.1112,"$23,894.02 "
63688,,Revise/remove neuroreceiver,N,A2,37.4106,"$1,831.32 "
63741,,Install spinal shunt,Y,J8,70.4656,"$3,449.43 "
63744,,Revision of spinal shunt,Y,J8,68.5751,"$3,356.89 "
63746,,Removal of spinal shunt,N,A2,16.439,$804.72 
64400,,Njx aa&/strd trigeminal nrv,Y,P3,,$83.74 
64405,,Njx aa&/strd gr ocpl nrv,Y,P3,,$36.29 
64408,,Njx aa&/strd vagus nrv,Y,P3,,$50.25 
64415,,Njx aa&/strd brach plexus,Y,A2,8.4901,$415.61 
64416,,Njx aa&/strd brach plex nfs,Y,G2,8.4901,$415.61 
64417,,Njx aa&/strd axillary nrv,Y,A2,8.4901,$415.61 
64418,,Njx aa&/strd sprscap nrv,Y,P3,,$48.15 
64420,,Njx aa&/strd ntrcost nrv 1,Y,A2,6.5508,$320.67 
64421,,Njx aa&/strd ntrcost nrv ea,Y,A2,8.4901,$415.61 
64425,,Njx aa&/strd ii ih nerves,Y,P3,,$79.21 
64430,,Njx aa&/strd pudendal nerve,Y,A2,8.4901,$415.61 
64435,,Njx aa&/strd paracrv nrv,Y,P3,,$51.29 
64445,,Njx aa&/strd sciatic nerve,Y,P3,,$93.51 
64446,,Njx aa&/strd sciatic nrv nfs,Y,G2,8.4901,$415.61 
64447,,Njx aa&/strd femoral nerve,Y,P3,,$50.59 
64448,,Njx aa&/strd fem nerve nfs,Y,G2,8.4901,$415.61 
64449,,Njx aa&/strd lmbr plex nfs,Y,G2,8.4901,$415.61 
64450,,Njx aa&/strd other pn/branch,Y,P3,,$50.59 
64451,,Njx aa&/strd nrv nrvtg si jt,Y,G2,6.5508,$320.67 
64454,*,Njx aa&/strd gnclr nrv brnch,Y,P3,,$170.63 
64455,,Njx aa&/strd pltr com dg nrv,Y,P3,,$21.63 
64461,,Pvb thoracic single inj site,Y,G2,6.5508,$320.67 
64462,,Pvb thoracic 2nd+ inj site,N,N1,,
64463,,Pvb thoracic cont infusion,Y,G2,6.5508,$320.67 
64479,,Njx aa&/strd tfrm epi c/t 1,Y,A2,8.4901,$415.61 
64480,,Njx aa&/strd tfrm epi c/t ea,N,N1,,
64483,,Njx aa&/strd tfrm epi l/s 1,Y,A2,8.4901,$415.61 
64484,,Njx aa&/strd tfrm epi l/s ea,N,N1,,
64486,,Tap block unil by injection,N,N1,,
64487,,Tap block uni by infusion,N,N1,,
64488,,Tap block bi injection,N,N1,,
64489,,Tap block bi by infusion,N,N1,,
64490,,Inj paravert f jnt c/t 1 lev,Y,G2,8.4901,$415.61 
64491,,Inj paravert f jnt c/t 2 lev,N,N1,,
64492,,Inj paravert f jnt c/t 3 lev,N,N1,,
64493,,Inj paravert f jnt l/s 1 lev,Y,G2,8.4901,$415.61 
64494,,Inj paravert f jnt l/s 2 lev,N,N1,,
64495,,Inj paravert f jnt l/s 3 lev,N,N1,,
64505,,N block spenopalatine gangl,Y,P3,,$82.00 
64510,,N block stellate ganglion,Y,A2,8.4901,$415.61 
64517,,N block inj hypogas plxs,Y,A2,8.4901,$415.61 
64520,,N block lumbar/thoracic,Y,A2,8.4901,$415.61 
64530,,N block inj celiac pelus,Y,A2,8.4901,$415.61 
64553,,Implant neuroelectrodes,N,J8,198.2258,"$9,703.55 "
64555,,Implant neuroelectrodes,N,J8,97.708,"$4,783.00 "
64561,,Implant neuroelectrodes,N,J8,93.4297,"$4,573.57 "
64566,,Neuroeltrd stim post tibial,Y,P3,,$106.42 
64568,,Inc for vagus n elect impl,N,J8,496.2241,"$24,291.16 "
64569,,Revise/repl vagus n eltrd,N,J8,225.3789,"$11,032.75 "
64570,,Remove vagus n eltrd,N,G2,49.7725,"$2,436.46 "
64575,,Implant neuroelectrodes,N,J8,204.1481,"$9,993.46 "
64580,,Implant neuroelectrodes,N,J8,295.974,"$14,488.52 "
64581,,Implant neuroelectrodes,N,J8,98.9114,"$4,841.91 "
64585,,Revise/remove neuroelectrode,N,A2,37.4106,"$1,831.32 "
64590,,Insrt/redo pn/gastr stimul,N,J8,368.3165,"$18,029.83 "
64595,,Revise/rmv pn/gastr stimul,N,A2,37.4106,"$1,831.32 "
64600,,Injection treatment of nerve,Y,A2,8.4901,$415.61 
64605,,Injection treatment of nerve,Y,A2,16.439,$804.72 
64610,,Injection treatment of nerve,Y,A2,16.439,$804.72 
64611,,Chemodenerv saliv glands,Y,P3,,$81.30 
64612,,Destroy nerve face muscle,Y,P3,,$79.91 
64615,,Chemodenerv musc migraine,Y,P3,,$72.58 
64616,,Chemodenerv musc neck dyston,Y,P3,,$69.79 
64617,,Chemodener muscle larynx emg,Y,P3,,$92.12 
64620,,Injection treatment of nerve,Y,A2,8.4901,$415.61 
64624,,Dstrj nulyt agt gnclr nrv,Y,G2,16.439,$804.72 
64625,,Rf abltj nrv nrvtg si jt,Y,G2,16.439,$804.72 
64630,,Injection treatment of nerve,Y,A2,8.4901,$415.61 
64632,,N block inj common digit,Y,P3,,$44.31 
64633,,Destroy cerv/thor facet jnt,Y,G2,16.439,$804.72 
64634,,Destroy c/th facet jnt addl,N,N1,,
64635,,Destroy lumb/sac facet jnt,Y,G2,16.439,$804.72 
64636,,Destroy l/s facet jnt addl,N,N1,,
64640,,Injection treatment of nerve,Y,P3,,$186.33 
64642,,Chemodenerv 1 extremity 1-4,Y,P3,,$83.05 
64643,,Chemodenerv 1 extrem 1-4 ea,N,N1,,
64644,,Chemodenerv 1 extrem 5/> mus,Y,P3,,$103.63 
64645,,Chemodenerv 1 extrem 5/> ea,N,N1,,
64646,,Chemodenerv trunk musc 1-5,Y,P3,,$83.39 
64647,,Chemodenerv trunk musc 6/>,Y,P3,,$91.77 
64650,,Chemodenerv eccrine glands,Y,P3,,$62.81 
64653,,Chemodenerv eccrine glands,Y,P3,,$71.53 
64680,,Injection treatment of nerve,Y,A2,8.4901,$415.61 
64681,,Injection treatment of nerve,Y,A2,8.4901,$415.61 
64702,,Revise finger/toe nerve,Y,A2,16.439,$804.72 
64704,,Revise hand/foot nerve,Y,A2,16.439,$804.72 
64708,,Revise arm/leg nerve,Y,G2,16.439,$804.72 
64712,,Revision of sciatic nerve,Y,G2,16.439,$804.72 
64713,,Revision of arm nerve(s),Y,G2,16.439,$804.72 
64714,,Revise low back nerve(s),Y,G2,16.439,$804.72 
64716,,Revision of cranial nerve,Y,A2,16.439,$804.72 
64718,,Revise ulnar nerve at elbow,Y,A2,16.439,$804.72 
64719,,Revise ulnar nerve at wrist,Y,A2,16.439,$804.72 
64721,,Carpal tunnel surgery,Y,A2,16.439,$804.72 
64722,,Relieve pressure on nerve(s),Y,A2,16.439,$804.72 
64726,,Release foot/toe nerve,Y,A2,16.439,$804.72 
64727,,Internal nerve revision,N,N1,,
64732,,Incision of brow nerve,Y,A2,16.439,$804.72 
64734,,Incision of cheek nerve,Y,A2,16.439,$804.72 
64736,,Incision of chin nerve,Y,A2,16.439,$804.72 
64738,,Incision of jaw nerve,Y,A2,16.439,$804.72 
64740,,Incision of tongue nerve,Y,A2,16.439,$804.72 
64742,,Incision of facial nerve,Y,A2,16.439,$804.72 
64744,,Incise nerve back of head,Y,A2,16.439,$804.72 
64746,,Incise diaphragm nerve,Y,A2,16.439,$804.72 
64763,,Incise hip/thigh nerve,Y,G2,16.439,$804.72 
64766,,Incise hip/thigh nerve,Y,G2,16.439,$804.72 
64771,,Sever cranial nerve,Y,A2,16.439,$804.72 
64772,,Incision of spinal nerve,Y,A2,16.439,$804.72 
64774,,Remove skin nerve lesion,Y,A2,16.439,$804.72 
64776,,Remove digit nerve lesion,Y,A2,16.439,$804.72 
64778,,Digit nerve surgery add-on,N,N1,,
64782,,Remove limb nerve lesion,Y,A2,16.439,$804.72 
64783,,Limb nerve surgery add-on,N,N1,,
64784,,Remove nerve lesion,Y,A2,16.439,$804.72 
64786,,Remove sciatic nerve lesion,Y,A2,49.7725,"$2,436.46 "
64787,,Implant nerve end,N,N1,,
64788,,Remove skin nerve lesion,Y,A2,16.439,$804.72 
64790,,Removal of nerve lesion,Y,A2,16.439,$804.72 
64792,,Removal of nerve lesion,Y,A2,49.7725,"$2,436.46 "
64795,,Biopsy of nerve,Y,A2,16.439,$804.72 
64802,,Sympathectomy cervical,Y,A2,16.439,$804.72 
64804,,Remove sympathetic nerves,Y,G2,16.439,$804.72 
64820,,Sympathectomy digital artery,Y,G2,16.439,$804.72 
64821,,Remove sympathetic nerves,Y,A2,27.1337,"$1,328.25 "
64822,,Remove sympathetic nerves,Y,G2,27.1337,"$1,328.25 "
64823,,Sympathectomy supfc palmar,Y,G2,27.1337,"$1,328.25 "
64831,,Repair of digit nerve,Y,A2,16.439,$804.72 
64832,,Repair nerve add-on,N,N1,,
64834,,Repair of hand or foot nerve,Y,A2,49.7725,"$2,436.46 "
64835,,Repair of hand or foot nerve,Y,A2,49.7725,"$2,436.46 "
64836,,Repair of hand or foot nerve,Y,A2,49.7725,"$2,436.46 "
64837,,Repair nerve add-on,N,N1,,
64840,,Repair of leg nerve,Y,A2,49.7725,"$2,436.46 "
64856,,Repair/transpose nerve,Y,A2,49.7725,"$2,436.46 "
64857,,Repair arm/leg nerve,Y,A2,49.7725,"$2,436.46 "
64858,,Repair sciatic nerve,Y,J8,29.2683,"$1,432.74 "
64859,,Nerve surgery,N,N1,,
64861,,Repair of arm nerves,Y,A2,16.439,$804.72 
64862,,Repair of low back nerves,Y,A2,49.7725,"$2,436.46 "
64864,,Repair of facial nerve,Y,A2,49.7725,"$2,436.46 "
64865,,Repair of facial nerve,Y,A2,49.7725,"$2,436.46 "
64872,,Subsequent repair of nerve,N,N1,,
64874,,Repair & revise nerve add-on,N,N1,,
64876,,Repair nerve/shorten bone,N,N1,,
64885,,Nerve graft head/neck </4 cm,Y,A2,49.7725,"$2,436.46 "
64886,,Nerve graft head/neck >4 cm,Y,J8,84.839,"$4,153.04 "
64890,,Nerve graft hand/foot </4 cm,Y,A2,49.7725,"$2,436.46 "
64891,,Nerve graft hand/foot >4 cm,Y,J8,64.8768,"$3,175.85 "
64892,,Nerve graft arm/leg <4 cm,Y,A2,49.7725,"$2,436.46 "
64893,,Nerve graft arm/leg >4 cm,Y,G2,49.7725,"$2,436.46 "
64895,,Nerve graft hand/foot </4 cm,Y,A2,49.7725,"$2,436.46 "
64896,,Nerve graft hand/foot >4 cm,Y,A2,49.7725,"$2,436.46 "
64897,,Nerve graft arm/leg </4 cm,Y,G2,49.7725,"$2,436.46 "
64898,,Nerve graft arm/leg >4 cm,Y,A2,49.7725,"$2,436.46 "
64901,,Nerve graft add-on,N,N1,,
64902,,Nerve graft add-on,N,N1,,
64905,,Nerve pedicle transfer,Y,A2,49.7725,"$2,436.46 "
64907,,Nerve pedicle transfer,Y,A2,49.7725,"$2,436.46 "
64910,,Nerve repair w/allograft,Y,J8,77.55,"$3,796.23 "
64911,,Neurorraphy w/vein autograft,Y,G2,49.7725,"$2,436.46 "
64912,,Nrv rpr w/nrv algrft 1st,Y,J8,77.2722,"$3,782.63 "
64913,,Nrv rpr w/nrv algrft ea addl,N,N1,,
65091,,Revise eye,Y,A2,27.5183,"$1,347.08 "
65093,,Revise eye with implant,Y,A2,27.5183,"$1,347.08 "
65101,,Removal of eye,Y,A2,27.5183,"$1,347.08 "
65103,,Remove eye/insert implant,Y,A2,27.5183,"$1,347.08 "
65105,,Remove eye/attach implant,Y,A2,27.5183,"$1,347.08 "
65110,,Removal of eye,Y,A2,27.5183,"$1,347.08 "
65112,,Remove eye/revise socket,Y,A2,27.5183,"$1,347.08 "
65114,,Remove eye/revise socket,Y,A2,27.5183,"$1,347.08 "
65125,,Revise ocular implant,Y,G2,17.4371,$853.58 
65130,,Insert ocular implant,Y,A2,27.5183,"$1,347.08 "
65135,,Insert ocular implant,Y,A2,27.5183,"$1,347.08 "
65140,,Attach ocular implant,Y,A2,27.5183,"$1,347.08 "
65150,,Revise ocular implant,Y,A2,27.5183,"$1,347.08 "
65155,,Reinsert ocular implant,Y,A2,27.5183,"$1,347.08 "
65175,,Removal of ocular implant,Y,A2,27.5183,"$1,347.08 "
65205,,Remove foreign body from eye,N,N1,,
65210,,Remove foreign body from eye,N,N1,,
65220,,Remove foreign body from eye,N,N1,,
65222,,Remove foreign body from eye,N,N1,,
65235,,Remove foreign body from eye,Y,A2,21.231,"$1,039.30 "
65260,,Remove foreign body from eye,Y,A2,21.231,"$1,039.30 "
65265,,Remove foreign body from eye,Y,A2,21.231,"$1,039.30 "
65270,,Repair of eye wound,Y,A2,17.4371,$853.58 
65272,,Repair of eye wound,Y,A2,17.4371,$853.58 
65275,,Repair of eye wound,Y,A2,27.5183,"$1,347.08 "
65280,,Repair of eye wound,Y,A2,38.2482,"$1,872.33 "
65285,,Repair of eye wound,Y,A2,38.2482,"$1,872.33 "
65286,,Repair of eye wound,Y,P3,,$477.69 
65290,,Repair of eye socket wound,Y,A2,27.5183,"$1,347.08 "
65400,,Removal of eye lesion,Y,A2,8.3567,$409.08 
65410,,Biopsy of cornea,Y,A2,17.4371,$853.58 
65420,,Removal of eye lesion,Y,A2,17.4371,$853.58 
65426,,Removal of eye lesion,Y,A2,17.4371,$853.58 
65430,,Corneal smear,N,N1,,
65435,,Curette/treat cornea,Y,P3,,$49.20 
65436,,Curette/treat cornea,Y,P3,,$210.41 
65450,,Treatment of corneal lesion,Y,G2,2.6972,$132.03 
65600,,Revision of cornea,Y,P3,,$280.54 
65710,,Corneal transplant,Y,A2,38.2482,"$1,872.33 "
65730,,Corneal transplant,Y,A2,38.2482,"$1,872.33 "
65750,,Corneal transplant,Y,A2,38.2482,"$1,872.33 "
65755,,Corneal transplant,Y,A2,38.2482,"$1,872.33 "
65756,,Corneal trnspl endothelial,Y,G2,38.2482,"$1,872.33 "
65757,,Prep corneal endo allograft,N,N1,,
65770,,Revise cornea with implant,Y,J8,265.1354,"$12,978.91 "
65772,,Correction of astigmatism,Y,A2,8.3567,$409.08 
65775,,Correction of astigmatism,Y,A2,17.4371,$853.58 
65778,,Cover eye w/membrane,N,N1,,
65779,,Cover eye w/membrane suture,N,N1,,
65780,,Ocular reconst transplant,Y,A2,27.5183,"$1,347.08 "
65781,,Ocular reconst transplant,Y,J8,52.9255,"$2,590.81 "
65782,,Ocular reconst transplant,Y,A2,27.5183,"$1,347.08 "
65785,*,Impltj ntrstrml crnl rng seg,Y,P2,38.2482,"$1,872.33 "
65800,,Drainage of eye,Y,A2,21.231,"$1,039.30 "
65810,,Drainage of eye,Y,A2,21.231,"$1,039.30 "
65815,,Drainage of eye,Y,A2,21.231,"$1,039.30 "
65820,,Relieve inner eye pressure,Y,A2,38.2482,"$1,872.33 "
65850,,Incision of eye,Y,A2,21.231,"$1,039.30 "
65855,,Trabeculoplasty laser surg,Y,P3,,$138.18 
65860,,Incise inner eye adhesions,Y,P3,,$179.35 
65865,,Incise inner eye adhesions,Y,A2,21.231,"$1,039.30 "
65870,,Incise inner eye adhesions,Y,A2,21.231,"$1,039.30 "
65875,,Incise inner eye adhesions,Y,A2,21.231,"$1,039.30 "
65880,,Incise inner eye adhesions,Y,A2,38.2482,"$1,872.33 "
65900,,Remove eye lesion,Y,A2,21.231,"$1,039.30 "
65920,,Remove implant of eye,Y,A2,21.231,"$1,039.30 "
65930,,Remove blood clot from eye,Y,A2,21.231,"$1,039.30 "
66020,,Injection treatment of eye,Y,A2,21.231,"$1,039.30 "
66030,,Injection treatment of eye,Y,A2,21.231,"$1,039.30 "
66130,,Remove eye lesion,Y,A2,17.4371,$853.58 
66150,,Glaucoma surgery,Y,A2,38.2482,"$1,872.33 "
66155,,Glaucoma surgery,Y,A2,38.2482,"$1,872.33 "
66160,,Glaucoma surgery,Y,A2,21.231,"$1,039.30 "
66170,,Glaucoma surgery,Y,A2,21.231,"$1,039.30 "
66172,,Incision of eye,Y,A2,21.231,"$1,039.30 "
66174,,Translum dil eye canal,Y,A2,38.2482,"$1,872.33 "
66175,,Trnslum dil eye canal w/stnt,Y,A2,38.2482,"$1,872.33 "
66179,,Aqueous shunt eye w/o graft,Y,G2,38.2482,"$1,872.33 "
66180,,Aqueous shunt eye w/graft,Y,J8,51.5701,"$2,524.46 "
66183,,Insert ant drainage device,Y,J8,55.6776,"$2,725.53 "
66184,,Revision of aqueous shunt,Y,G2,21.231,"$1,039.30 "
66185,,Revise aqueous shunt eye,Y,A2,21.231,"$1,039.30 "
66225,,Repair/graft eye lesion,Y,G2,38.2482,"$1,872.33 "
66250,,Follow-up surgery of eye,Y,A2,17.4371,$853.58 
66500,,Incision of iris,Y,A2,21.231,"$1,039.30 "
66505,,Incision of iris,Y,A2,21.231,"$1,039.30 "
66600,,Remove iris and lesion,Y,A2,38.2482,"$1,872.33 "
66605,,Removal of iris,Y,A2,21.231,"$1,039.30 "
66625,,Removal of iris,Y,A2,21.231,"$1,039.30 "
66630,,Removal of iris,Y,A2,21.231,"$1,039.30 "
66635,,Removal of iris,Y,A2,21.231,"$1,039.30 "
66680,,Repair iris & ciliary body,Y,A2,21.231,"$1,039.30 "
66682,,Repair iris & ciliary body,Y,A2,21.231,"$1,039.30 "
66700,,Destruction ciliary body,Y,A2,21.231,"$1,039.30 "
66710,,Ciliary transsleral therapy,Y,A2,17.4371,$853.58 
66711,,Ecp ciliary body destruction,Y,A2,21.231,"$1,039.30 "
66720,,Destruction ciliary body,Y,A2,17.4371,$853.58 
66740,,Destruction ciliary body,Y,A2,17.4371,$853.58 
66761,,Revision of iris,Y,P3,,$194.01 
66762,,Revision of iris,Y,P2,5.2013,$254.61 
66770,,Removal of inner eye lesion,Y,P2,5.2013,$254.61 
66820,,Incision secondary cataract,Y,G2,21.231,"$1,039.30 "
66821,,After cataract laser surgery,Y,A2,5.2013,$254.61 
66825,,Reposition intraocular lens,Y,A2,21.231,"$1,039.30 "
66830,,Removal of lens lesion,Y,A2,21.231,"$1,039.30 "
66840,,Removal of lens material,Y,A2,21.231,"$1,039.30 "
66850,,Removal of lens material,Y,A2,21.231,"$1,039.30 "
66852,,Removal of lens material,Y,A2,38.2482,"$1,872.33 "
66920,,Extraction of lens,Y,A2,21.231,"$1,039.30 "
66930,,Extraction of lens,Y,A2,38.2482,"$1,872.33 "
66940,,Extraction of lens,Y,A2,21.231,"$1,039.30 "
66982,,Xcapsl ctrc rmvl cplx wo ecp,Y,A2,21.231,"$1,039.30 "
66983,,Cataract surg w/iol 1 stage,Y,A2,21.231,"$1,039.30 "
66984,,Xcapsl ctrc rmvl w/o ecp,Y,A2,21.231,"$1,039.30 "
66985,,Insert lens prosthesis,Y,A2,21.231,"$1,039.30 "
66986,,Exchange lens prosthesis,Y,A2,21.231,"$1,039.30 "
66987,,Xcapsl ctrc rmvl cplx w/ecp,Y,J8,49.8552,"$2,440.51 "
66988,,Xcapsl ctrc rmvl w/ecp,Y,J8,49.8552,"$2,440.51 "
66990,,Ophthalmic endoscope add-on,N,N1,,
67005,,Partial removal of eye fluid,Y,A2,21.231,"$1,039.30 "
67010,,Partial removal of eye fluid,Y,A2,21.231,"$1,039.30 "
67015,,Release of eye fluid,Y,A2,21.231,"$1,039.30 "
67025,,Replace eye fluid,Y,A2,21.231,"$1,039.30 "
67027,,Implant eye drug system,Y,A2,32.6165,"$1,596.64 "
67028,,Injection eye drug,N,P3,,$61.06 
67030,,Incise inner eye strands,Y,A2,21.231,"$1,039.30 "
67031,,Laser surgery eye strands,Y,A2,5.2013,$254.61 
67036,,Removal of inner eye fluid,Y,A2,38.2482,"$1,872.33 "
67039,,Laser treatment of retina,Y,A2,38.2482,"$1,872.33 "
67040,,Laser treatment of retina,Y,A2,38.2482,"$1,872.33 "
67041,,Vit for macular pucker,Y,G2,38.2482,"$1,872.33 "
67042,,Vit for macular hole,Y,G2,38.2482,"$1,872.33 "
67043,,Vit for membrane dissect,Y,G2,38.2482,"$1,872.33 "
67101,,Repair detached retina crtx,Y,P3,,$207.61 
67105,,Repair detached retina pc,Y,P3,,$173.77 
67107,,Repair detached retina,Y,G2,38.2482,"$1,872.33 "
67108,,Repair detached retina,Y,G2,38.2482,"$1,872.33 "
67110,,Repair detached retina,Y,P3,,$519.56 
67113,,Repair retinal detach cplx,Y,G2,38.2482,"$1,872.33 "
67115,,Release encircling material,Y,A2,38.2482,"$1,872.33 "
67120,,Remove eye implant material,Y,A2,21.231,"$1,039.30 "
67121,,Remove eye implant material,Y,A2,21.231,"$1,039.30 "
67141,,Treatment of retina,Y,A2,2.6972,$132.03 
67145,,Treatment of retina,Y,P2,5.2013,$254.61 
67208,,Treatment of retinal lesion,Y,P2,2.6972,$132.03 
67210,,Treatment of retinal lesion,Y,P2,5.2013,$254.61 
67218,,Treatment of retinal lesion,Y,A2,27.5183,"$1,347.08 "
67220,,Treatment of choroid lesion,Y,P2,5.2013,$254.61 
67221,,Ocular photodynamic ther,Y,P3,,$151.78 
67225,,Eye photodynamic ther add-on,N,N1,,
67227,,Dstrj extensive retinopathy,Y,P3,,$167.49 
67228,,Treatment x10sv retinopathy,Y,P3,,$180.05 
67229,*,Tr retinal les preterm inf,Y,R2,5.2013,$254.61 
67250,,Reinforce eye wall,Y,A2,17.4371,$853.58 
67255,,Reinforce/graft eye wall,Y,A2,21.231,"$1,039.30 "
67311,,Revise eye muscle,Y,A2,17.4371,$853.58 
67312,,Revise two eye muscles,Y,A2,27.5183,"$1,347.08 "
67314,,Revise eye muscle,Y,A2,17.4371,$853.58 
67316,,Revise two eye muscles,Y,A2,17.4371,$853.58 
67318,,Revise eye muscle(s),Y,A2,17.4371,$853.58 
67320,,Revise eye muscle(s) add-on,N,N1,,
67331,,Eye surgery follow-up add-on,N,N1,,
67332,,Rerevise eye muscles add-on,N,N1,,
67334,,Revise eye muscle w/suture,N,N1,,
67335,,Eye suture during surgery,N,N1,,
67340,,Revise eye muscle add-on,N,N1,,
67343,,Release eye tissue,Y,A2,17.4371,$853.58 
67345,,Destroy nerve of eye muscle,Y,P3,,$128.76 
67346,,Biopsy eye muscle,Y,A2,27.5183,"$1,347.08 "
67400,,Explore/biopsy eye socket,Y,A2,27.5183,"$1,347.08 "
67405,,Explore/drain eye socket,Y,A2,17.4371,$853.58 
67412,,Explore/treat eye socket,Y,A2,17.4371,$853.58 
67413,,Explore/treat eye socket,Y,A2,17.4371,$853.58 
67414,,Explr/decompress eye socket,Y,G2,27.5183,"$1,347.08 "
67415,,Aspiration orbital contents,Y,A2,17.4371,$853.58 
67420,,Explore/treat eye socket,Y,A2,27.5183,"$1,347.08 "
67430,,Explore/treat eye socket,Y,A2,27.5183,"$1,347.08 "
67440,,Explore/drain eye socket,Y,A2,27.5183,"$1,347.08 "
67445,,Explr/decompress eye socket,Y,A2,27.5183,"$1,347.08 "
67450,,Explore/biopsy eye socket,Y,A2,27.5183,"$1,347.08 "
67500,,Inject/treat eye socket,Y,P3,,$31.75 
67505,,Inject/treat eye socket,Y,P3,,$43.97 
67515,,Inject/treat eye socket,Y,P3,,$24.08 
67550,,Insert eye socket implant,Y,A2,27.5183,"$1,347.08 "
67560,,Revise eye socket implant,Y,A2,27.5183,"$1,347.08 "
