Addendum AA -- ASC Covered Surgical Procedures for CY 2022                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, Jan 2022 Payment Indicator, Jan 2022 Payment Weight  , Jan 2022 Payment Rate 
64718,,Revise ulnar nerve at elbow,Y,A2,16.5264,$824.93 
64719,,Revise ulnar nerve at wrist,Y,A2,16.5264,$824.93 
64721,,Carpal tunnel surgery,Y,A2,16.5264,$824.93 
64722,,Relieve pressure on nerve(s),Y,A2,16.5264,$824.93 
64726,,Release foot/toe nerve,Y,A2,16.5264,$824.93 
64727,,Internal nerve revision,N,N1,,
64732,,Incision of brow nerve,Y,A2,16.5264,$824.93 
64734,,Incision of cheek nerve,Y,A2,16.5264,$824.93 
64736,,Incision of chin nerve,Y,A2,16.5264,$824.93 
64738,,Incision of jaw nerve,Y,A2,16.5264,$824.93 
64740,,Incision of tongue nerve,Y,A2,16.5264,$824.93 
64742,,Incision of facial nerve,Y,A2,16.5264,$824.93 
64744,,Incise nerve back of head,Y,A2,16.5264,$824.93 
64746,,Incise diaphragm nerve,Y,A2,16.5264,$824.93 
64763,,Incise hip/thigh nerve,Y,G2,16.5264,$824.93 
64766,,Incise hip/thigh nerve,Y,G2,16.5264,$824.93 
64771,,Sever cranial nerve,Y,A2,16.5264,$824.93 
64772,,Incision of spinal nerve,Y,A2,16.5264,$824.93 
64774,,Remove skin nerve lesion,Y,A2,16.5264,$824.93 
64776,,Remove digit nerve lesion,Y,A2,16.5264,$824.93 
64778,,Digit nerve surgery add-on,N,N1,,
64782,,Remove limb nerve lesion,Y,A2,16.5264,$824.93 
64783,,Limb nerve surgery add-on,N,N1,,
64784,,Remove nerve lesion,Y,A2,16.5264,$824.93 
64786,,Remove sciatic nerve lesion,Y,A2,49.9985,"$2,495.73 "
64787,,Implant nerve end,N,N1,,
64788,,Remove skin nerve lesion,Y,A2,16.5264,$824.93 
64790,,Removal of nerve lesion,Y,A2,16.5264,$824.93 
64792,,Removal of nerve lesion,Y,A2,49.9985,"$2,495.73 "
64795,,Biopsy of nerve,Y,A2,16.5264,$824.93 
64802,,Sympathectomy cervical,Y,A2,16.5264,$824.93 
64820,,Sympathectomy digital artery,Y,G2,16.5264,$824.93 
64821,,Remove sympathetic nerves,Y,A2,27.2525,"$1,360.34 "
64822,,Remove sympathetic nerves,Y,G2,27.2525,"$1,360.34 "
64823,,Sympathectomy supfc palmar,Y,G2,27.2525,"$1,360.34 "
64831,,Repair of digit nerve,Y,A2,16.5264,$824.93 
64832,,Repair nerve add-on,N,N1,,
64834,,Repair of hand or foot nerve,Y,A2,49.9985,"$2,495.73 "
64835,,Repair of hand or foot nerve,Y,A2,49.9985,"$2,495.73 "
64836,,Repair of hand or foot nerve,Y,A2,49.9985,"$2,495.73 "
64837,,Repair nerve add-on,N,N1,,
64840,,Repair of leg nerve,Y,A2,49.9985,"$2,495.73 "
64856,,Repair/transpose nerve,Y,A2,49.9985,"$2,495.73 "
64857,,Repair arm/leg nerve,Y,A2,49.9985,"$2,495.73 "
64858,,Repair sciatic nerve,Y,J8,29.3555,"$1,465.31 "
64859,,Nerve surgery,N,N1,,
64861,,Repair of arm nerves,Y,A2,16.5264,$824.93 
64862,,Repair of low back nerves,Y,A2,49.9985,"$2,495.73 "
64864,,Repair of facial nerve,Y,A2,49.9985,"$2,495.73 "
64865,,Repair of facial nerve,Y,A2,49.9985,"$2,495.73 "
64872,,Subsequent repair of nerve,N,N1,,
64874,,Repair & revise nerve add-on,N,N1,,
64876,,Repair nerve/shorten bone,N,N1,,
64885,,Nerve graft head/neck </4 cm,Y,A2,49.9985,"$2,495.73 "
64886,,Nerve graft head/neck >4 cm,Y,J8,85.0381,"$4,244.76 "
64890,,Nerve graft hand/foot </4 cm,Y,J8,65.0912,"$3,249.09 "
64891,,Nerve graft hand/foot >4 cm,Y,J8,65.0912,"$3,249.09 "
64892,,Nerve graft arm/leg <4 cm,Y,J8,74.4829,"$3,717.89 "
64893,,Nerve graft arm/leg >4 cm,Y,G2,49.9985,"$2,495.73 "
64895,,Nerve graft hand/foot </4 cm,Y,A2,49.9985,"$2,495.73 "
64896,,Nerve graft hand/foot >4 cm,Y,A2,49.9985,"$2,495.73 "
64897,,Nerve graft arm/leg </4 cm,Y,G2,49.9985,"$2,495.73 "
64898,,Nerve graft arm/leg >4 cm,Y,A2,49.9985,"$2,495.73 "
64901,,Nerve graft add-on,N,N1,,
64902,,Nerve graft add-on,N,N1,,
64905,,Nerve pedicle transfer,Y,A2,49.9985,"$2,495.73 "
64907,,Nerve pedicle transfer,Y,A2,49.9985,"$2,495.73 "
64910,,Nerve repair w/allograft,Y,J8,77.7546,"$3,881.20 "
64912,,Nrv rpr w/nrv algrft 1st,Y,J8,77.4772,"$3,867.35 "
64913,,Nrv rpr w/nrv algrft ea addl,N,N1,,
65091,,Revise eye,Y,A2,27.6318,"$1,379.27 "
65093,,Revise eye with implant,Y,A2,27.6318,"$1,379.27 "
65101,,Removal of eye,Y,A2,27.6318,"$1,379.27 "
65103,,Remove eye/insert implant,Y,A2,27.6318,"$1,379.27 "
65105,,Remove eye/attach implant,Y,A2,27.6318,"$1,379.27 "
65110,,Removal of eye,Y,A2,27.6318,"$1,379.27 "
65112,,Remove eye/revise socket,Y,A2,27.6318,"$1,379.27 "
65114,,Remove eye/revise socket,Y,A2,27.6318,"$1,379.27 "
65125,,Revise ocular implant,Y,G2,17.4870,$872.88 
65130,,Insert ocular implant,Y,A2,27.6318,"$1,379.27 "
65135,,Insert ocular implant,Y,A2,27.6318,"$1,379.27 "
65140,,Attach ocular implant,Y,A2,27.6318,"$1,379.27 "
65150,,Revise ocular implant,Y,A2,27.6318,"$1,379.27 "
65155,,Reinsert ocular implant,Y,A2,27.6318,"$1,379.27 "
65175,,Removal of ocular implant,Y,A2,27.6318,"$1,379.27 "
65205,,Remove foreign body from eye,N,N1,,
65210,,Remove foreign body from eye,N,N1,,
65220,,Remove foreign body from eye,N,N1,,
65222,,Remove foreign body from eye,N,N1,,
65235,,Remove foreign body from eye,Y,A2,21.2843,"$1,062.43 "
65260,,Remove foreign body from eye,Y,A2,21.2843,"$1,062.43 "
65265,,Remove foreign body from eye,Y,A2,21.2843,"$1,062.43 "
65270,,Repair of eye wound,Y,A2,17.4870,$872.88 
65272,,Repair of eye wound,Y,A2,17.4870,$872.88 
65275,,Repair of eye wound,Y,A2,27.6318,"$1,379.27 "
65280,,Repair of eye wound,Y,A2,38.4017,"$1,916.86 "
65285,,Repair of eye wound,Y,A2,38.4017,"$1,916.86 "
65286,,Repair of eye wound,Y,P3,,$466.15 
65290,,Repair of eye socket wound,Y,A2,27.6318,"$1,379.27 "
65400,,Removal of eye lesion,Y,A2,8.3947,$419.03 
65410,,Biopsy of cornea,Y,A2,17.4870,$872.88 
65420,,Removal of eye lesion,Y,A2,17.4870,$872.88 
65426,,Removal of eye lesion,Y,A2,17.4870,$872.88 
65430,,Corneal smear,N,N1,,
65435,,Curette/treat cornea,Y,P3,,$48.45 
65436,,Curette/treat cornea,Y,P3,,$209.71 
65450,,Treatment of corneal lesion,Y,G2,2.7117,$135.36 
65600,,Revision of cornea,Y,P3,,$288.96 
65710,,Corneal transplant,Y,A2,38.4017,"$1,916.86 "
65730,,Corneal transplant,Y,A2,38.4017,"$1,916.86 "
65750,,Corneal transplant,Y,A2,38.4017,"$1,916.86 "
65755,,Corneal transplant,Y,A2,38.4017,"$1,916.86 "
65756,,Corneal trnspl endothelial,Y,G2,38.4017,"$1,916.86 "
65757,,Prep corneal endo allograft,N,N1,,
65770,,Revise cornea with implant,Y,J8,150.1374,"$7,494.26 "
65772,,Correction of astigmatism,Y,A2,8.3947,$419.03 
65775,,Correction of astigmatism,Y,A2,17.4870,$872.88 
65778,,Cover eye w/membrane,N,N1,,
65779,,Cover eye w/membrane suture,N,N1,,
65780,,Ocular reconst transplant,Y,J8,35.7521,"$1,784.60 "
65781,,Ocular reconst transplant,Y,J8,53.0599,"$2,648.54 "
65782,,Ocular reconst transplant,Y,A2,27.6318,"$1,379.27 "
65785,*,Impltj ntrstrml crnl rng seg,Y,P2,38.4017,"$1,916.86 "
65800,,Drainage of eye,Y,A2,21.2843,"$1,062.43 "
65810,,Drainage of eye,Y,A2,21.2843,"$1,062.43 "
65815,,Drainage of eye,Y,A2,21.2843,"$1,062.43 "
65820,,Relieve inner eye pressure,Y,A2,38.4017,"$1,916.86 "
65850,,Incision of eye,Y,A2,21.2843,"$1,062.43 "
65855,,Trabeculoplasty laser surg,Y,P3,,$136.69 
65860,,Incise inner eye adhesions,Y,P3,,$176.84 
65865,,Incise inner eye adhesions,Y,A2,21.2843,"$1,062.43 "
65870,,Incise inner eye adhesions,Y,A2,21.2843,"$1,062.43 "
65875,,Incise inner eye adhesions,Y,A2,21.2843,"$1,062.43 "
65880,,Incise inner eye adhesions,Y,A2,38.4017,"$1,916.86 "
65900,,Remove eye lesion,Y,A2,21.2843,"$1,062.43 "
65920,,Remove implant of eye,Y,A2,21.2843,"$1,062.43 "
65930,,Remove blood clot from eye,Y,A2,21.2843,"$1,062.43 "
66020,,Injection treatment of eye,Y,A2,21.2843,"$1,062.43 "
66030,,Injection treatment of eye,Y,A2,21.2843,"$1,062.43 "
66130,,Remove eye lesion,Y,A2,17.4870,$872.88 
66150,,Glaucoma surgery,Y,A2,38.4017,"$1,916.86 "
66155,,Glaucoma surgery,Y,J8,55.2624,"$2,758.48 "
66160,,Glaucoma surgery,Y,A2,21.2843,"$1,062.43 "
66170,,Glaucoma surgery,Y,A2,21.2843,"$1,062.43 "
66172,,Incision of eye,Y,A2,21.2843,"$1,062.43 "
66174,,Translum dil eye canal,Y,A2,38.4017,"$1,916.86 "
66175,,Trnslum dil eye canal w/stnt,Y,A2,38.4017,"$1,916.86 "
66179,,Aqueous shunt eye w/o graft,Y,J8,49.8778,"$2,489.70 "
66180,,Aqueous shunt eye w/graft,Y,J8,51.7027,"$2,580.79 "
66183,,Insert ant drainage device,Y,J8,55.8234,"$2,786.48 "
66184,,Revision of aqueous shunt,Y,G2,21.2843,"$1,062.43 "
66185,,Revise aqueous shunt eye,Y,A2,21.2843,"$1,062.43 "
66225,,Repair/graft eye lesion,Y,J8,51.0632,"$2,548.87 "
66250,,Follow-up surgery of eye,Y,A2,17.4870,$872.88 
66500,,Incision of iris,Y,A2,21.2843,"$1,062.43 "
66505,,Incision of iris,Y,A2,21.2843,"$1,062.43 "
66600,,Remove iris and lesion,Y,A2,38.4017,"$1,916.86 "
66605,,Removal of iris,Y,A2,21.2843,"$1,062.43 "
66625,,Removal of iris,Y,A2,21.2843,"$1,062.43 "
66630,,Removal of iris,Y,A2,21.2843,"$1,062.43 "
66635,,Removal of iris,Y,A2,21.2843,"$1,062.43 "
66680,,Repair iris & ciliary body,Y,A2,21.2843,"$1,062.43 "
66682,,Repair iris & ciliary body,Y,A2,21.2843,"$1,062.43 "
66700,,Destruction ciliary body,Y,A2,21.2843,"$1,062.43 "
66710,,Ciliary transsleral therapy,Y,A2,17.4870,$872.88 
66711,,Ecp ciliary body destruction,Y,A2,21.2843,"$1,062.43 "
66720,,Destruction ciliary body,Y,A2,17.4870,$872.88 
66740,,Destruction ciliary body,Y,A2,17.4870,$872.88 
66761,,Revision of iris,Y,P3,,$191.72 
66762,,Revision of iris,Y,P2,5.2170,$260.41 
66770,,Removal of inner eye lesion,Y,P2,5.2170,$260.41 
66820,,Incision secondary cataract,Y,G2,21.2843,"$1,062.43 "
66821,,After cataract laser surgery,Y,A2,5.2170,$260.41 
66825,,Reposition intraocular lens,Y,A2,21.2843,"$1,062.43 "
66830,,Removal of lens lesion,Y,A2,21.2843,"$1,062.43 "
66840,,Removal of lens material,Y,A2,21.2843,"$1,062.43 "
66850,,Removal of lens material,Y,A2,21.2843,"$1,062.43 "
66852,,Removal of lens material,Y,A2,38.4017,"$1,916.86 "
66920,,Extraction of lens,Y,A2,21.2843,"$1,062.43 "
66930,,Extraction of lens,Y,A2,38.4017,"$1,916.86 "
66940,,Extraction of lens,Y,A2,21.2843,"$1,062.43 "
66982,,Xcapsl ctrc rmvl cplx wo ecp,Y,A2,21.2843,"$1,062.43 "
66983,,Cataract surg w/iol 1 stage,Y,A2,21.2843,"$1,062.43 "
66984,,Xcapsl ctrc rmvl w/o ecp,Y,A2,21.2843,"$1,062.43 "
66985,,Insert lens prosthesis,Y,A2,21.2843,"$1,062.43 "
66986,,Exchange lens prosthesis,Y,A2,21.2843,"$1,062.43 "
66987,,Xcapsl ctrc rmvl cplx w/ecp,Y,J8,49.9936,"$2,495.48 "
66988,,Xcapsl ctrc rmvl w/ecp,Y,J8,49.9936,"$2,495.48 "
66989,,Xcpsl ctrc rmvl cplx insj 1+,Y,J8,65.0008,"$3,244.58 "
66990,,Ophthalmic endoscope add-on,N,N1,,
66991,,Xcapsl ctrc rmvl insj 1+,Y,J8,65.0008,"$3,244.58 "
67005,,Partial removal of eye fluid,Y,A2,21.2843,"$1,062.43 "
67010,,Partial removal of eye fluid,Y,A2,21.2843,"$1,062.43 "
67015,,Release of eye fluid,Y,A2,21.2843,"$1,062.43 "
67025,,Replace eye fluid,Y,A2,21.2843,"$1,062.43 "
67027,,Implant eye drug system,Y,A2,48.9468,"$2,443.23 "
67028,,Injection eye drug,N,P3,,$60.56 
67030,,Incise inner eye strands,Y,A2,21.2843,"$1,062.43 "
67031,,Laser surgery eye strands,Y,A2,5.2170,$260.41 
67036,,Removal of inner eye fluid,Y,A2,38.4017,"$1,916.86 "
67039,,Laser treatment of retina,Y,A2,38.4017,"$1,916.86 "
67040,,Laser treatment of retina,Y,A2,38.4017,"$1,916.86 "
67041,,Vit for macular pucker,Y,G2,38.4017,"$1,916.86 "
67042,,Vit for macular hole,Y,G2,38.4017,"$1,916.86 "
67043,,Vit for membrane dissect,Y,G2,38.4017,"$1,916.86 "
67101,,Repair detached retina crtx,Y,P3,,$207.29 
67105,,Repair detached retina pc,Y,P3,,$171.99 
67107,,Repair detached retina,Y,G2,38.4017,"$1,916.86 "
67108,,Repair detached retina,Y,G2,38.4017,"$1,916.86 "
67110,,Repair detached retina,Y,P3,,$516.67 
67113,,Repair retinal detach cplx,Y,G2,38.4017,"$1,916.86 "
67115,,Release encircling material,Y,A2,38.4017,"$1,916.86 "
67120,,Remove eye implant material,Y,A2,21.2843,"$1,062.43 "
67121,,Remove eye implant material,Y,A2,21.2843,"$1,062.43 "
67141,,Proph rta dtchmnt crtx dthrm,Y,A2,2.7117,$135.36 
67145,,Proph rta dtchmnt pc,Y,P3,,$149.84 
67208,,Treatment of retinal lesion,Y,P2,2.7117,$135.36 
67210,,Treatment of retinal lesion,Y,P2,5.2170,$260.41 
67218,,Treatment of retinal lesion,Y,A2,27.6318,"$1,379.27 "
67220,,Treatment of choroid lesion,Y,P2,5.2170,$260.41 
67221,,Ocular photodynamic ther,Y,P3,,$146.73 
67225,,Eye photodynamic ther add-on,N,N1,,
67227,,Dstrj extensive retinopathy,Y,P3,,$167.15 
67228,,Treatment x10sv retinopathy,Y,P3,,$177.88 
67229,*,Tr retinal les preterm inf,Y,R2,5.2170,$260.41 
67250,,Reinforce eye wall,Y,A2,17.4870,$872.88 
67255,,Reinforce/graft eye wall,Y,A2,21.2843,"$1,062.43 "
67311,,Revise eye muscle,Y,A2,17.4870,$872.88 
67312,,Revise two eye muscles,Y,A2,27.6318,"$1,379.27 "
67314,,Revise eye muscle,Y,A2,17.4870,$872.88 
67316,,Revise two eye muscles,Y,A2,17.4870,$872.88 
67318,,Revise eye muscle(s),Y,A2,17.4870,$872.88 
67320,,Revise eye muscle(s) add-on,N,N1,,
67331,,Eye surgery follow-up add-on,N,N1,,
67332,,Rerevise eye muscles add-on,N,N1,,
67334,,Revise eye muscle w/suture,N,N1,,
67335,,Eye suture during surgery,N,N1,,
67340,,Revise eye muscle add-on,N,N1,,
67343,,Release eye tissue,Y,A2,17.4870,$872.88 
67345,,Destroy nerve of eye muscle,Y,P3,,$127.70 
67346,,Biopsy eye muscle,Y,A2,27.6318,"$1,379.27 "
67400,,Explore/biopsy eye socket,Y,A2,27.6318,"$1,379.27 "
67405,,Explore/drain eye socket,Y,A2,17.4870,$872.88 
67412,,Explore/treat eye socket,Y,A2,17.4870,$872.88 
67413,,Explore/treat eye socket,Y,A2,17.4870,$872.88 
67414,,Explr/decompress eye socket,Y,G2,27.6318,"$1,379.27 "
67415,,Aspiration orbital contents,Y,A2,17.4870,$872.88 
67420,,Explore/treat eye socket,Y,A2,27.6318,"$1,379.27 "
67430,,Explore/treat eye socket,Y,A2,27.6318,"$1,379.27 "
67440,,Explore/drain eye socket,Y,A2,27.6318,"$1,379.27 "
67445,,Explr/decompress eye socket,Y,A2,27.6318,"$1,379.27 "
67450,,Explore/biopsy eye socket,Y,A2,27.6318,"$1,379.27 "
67500,,Inject/treat eye socket,Y,P3,,$32.88 
67505,,Inject/treat eye socket,Y,P3,,$43.60 
67515,,Inject/treat eye socket,Y,P3,,$24.22 
67550,,Insert eye socket implant,Y,A2,27.6318,"$1,379.27 "
67560,,Revise eye socket implant,Y,A2,27.6318,"$1,379.27 "
67570,,Decompress optic nerve,Y,A2,27.6318,"$1,379.27 "
67700,,Drainage of eyelid abscess,Y,P2,2.7117,$135.36 
67710,,Incision of eyelid,Y,P3,,$213.17 
67715,,Incision of eyelid fold,Y,A2,17.4870,$872.88 
67800,,Remove eyelid lesion,Y,P3,,$77.52 
67801,,Remove eyelid lesions,Y,P3,,$93.44 
67805,,Remove eyelid lesions,Y,P3,,$120.43 
67808,,Remove eyelid lesion(s),Y,A2,17.4870,$872.88 
67810,,Biopsy eyelid & lid margin,Y,P2,2.7117,$135.36 
67820,,Revise eyelashes,N,N1,,
67825,,Revise eyelashes,Y,P3,,$84.09 
67830,,Revise eyelashes,Y,A2,8.3947,$419.03 
67835,,Revise eyelashes,Y,A2,17.4870,$872.88 
67840,,Remove eyelid lesion,Y,P3,,$211.79 
67850,,Treat eyelid lesion,Y,P3,,$157.46 
67875,,Closure of eyelid by suture,Y,G2,8.3947,$419.03 
67880,,Revision of eyelid,Y,A2,17.4870,$872.88 
67882,,Revision of eyelid,Y,A2,17.4870,$872.88 
67900,,Repair brow defect,Y,A2,17.4870,$872.88 
67901,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67902,,Repair eyelid defect,Y,A2,27.6318,"$1,379.27 "
67903,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67904,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67906,,Repair eyelid defect,Y,A2,27.6318,"$1,379.27 "
67908,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67909,,Revise eyelid defect,Y,A2,17.4870,$872.88 
67911,,Revise eyelid defect,Y,A2,17.4870,$872.88 
67912,,Correction eyelid w/implant,Y,A2,17.4870,$872.88 
67914,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67915,,Repair eyelid defect,Y,P3,,$250.55 
67916,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67917,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67921,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67922,,Repair eyelid defect,Y,P3,,$240.17 
67923,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67924,,Repair eyelid defect,Y,A2,17.4870,$872.88 
67930,,Repair eyelid wound,Y,P3,,$242.59 
67935,,Repair eyelid wound,Y,A2,17.4870,$872.88 
67938,,Remove eyelid foreign body,Y,P2,2.7117,$135.36 
67950,,Revision of eyelid,Y,A2,17.4870,$872.88 
67961,,Revision of eyelid,Y,A2,17.4870,$872.88 
67966,,Revision of eyelid,Y,A2,17.4870,$872.88 
67971,,Reconstruction of eyelid,Y,A2,17.4870,$872.88 
67973,,Reconstruction of eyelid,Y,A2,17.4870,$872.88 
67974,,Reconstruction of eyelid,Y,A2,27.6318,"$1,379.27 "
67975,,Reconstruction of eyelid,Y,A2,17.4870,$872.88 
68020,,Incise/drain eyelid lining,Y,P3,,$69.90 
68040,,Treatment of eyelid lesions,Y,P3,,$31.84 
68100,,Biopsy of eyelid lining,Y,P3,,$135.66 
68110,,Remove eyelid lining lesion,Y,P3,,$175.11 
68115,,Remove eyelid lining lesion,Y,A2,17.4870,$872.88 
68130,,Remove eyelid lining lesion,Y,A2,17.4870,$872.88 
68135,,Remove eyelid lining lesion,Y,P3,,$88.25 
68200,,Treat eyelid by injection,N,N1,,
68320,,Revise/graft eyelid lining,Y,A2,17.4870,$872.88 
68325,,Revise/graft eyelid lining,Y,A2,27.6318,"$1,379.27 "
68326,,Revise/graft eyelid lining,Y,A2,27.6318,"$1,379.27 "
68328,,Revise/graft eyelid lining,Y,A2,17.4870,$872.88 
68330,,Revise eyelid lining,Y,A2,21.2843,"$1,062.43 "
68335,,Revise/graft eyelid lining,Y,A2,27.6318,"$1,379.27 "
68340,,Separate eyelid adhesions,Y,A2,17.4870,$872.88 
68360,,Revise eyelid lining,Y,A2,27.6318,"$1,379.27 "
68362,,Revise eyelid lining,Y,A2,17.4870,$872.88 
68371,,Harvest eye tissue alograft,Y,A2,17.4870,$872.88 
68400,,Incise/drain tear gland,Y,P3,,$242.59 
68420,,Incise/drain tear sac,Y,P3,,$255.74 
68440,,Incise tear duct opening,Y,P3,,$67.83 
68500,,Removal of tear gland,Y,A2,27.6318,"$1,379.27 "
68505,,Partial removal tear gland,Y,A2,27.6318,"$1,379.27 "
68510,,Biopsy of tear gland,Y,A2,17.4870,$872.88 
68520,,Removal of tear sac,Y,A2,27.6318,"$1,379.27 "
68525,,Biopsy of tear sac,Y,A2,17.4870,$872.88 
68530,,Clearance of tear duct,Y,P2,2.7117,$135.36 
68540,,Remove tear gland lesion,Y,A2,17.4870,$872.88 
68550,,Remove tear gland lesion,Y,A2,27.6318,"$1,379.27 "
68700,,Repair tear ducts,Y,A2,17.4870,$872.88 
68705,,Revise tear duct opening,Y,P2,2.7117,$135.36 
68720,,Create tear sac drain,Y,A2,27.6318,"$1,379.27 "
68745,,Create tear duct drain,Y,A2,27.6318,"$1,379.27 "
68750,,Create tear duct drain,Y,A2,27.6318,"$1,379.27 "
68760,,Close tear duct opening,Y,P2,2.7117,$135.36 
68761,,Close tear duct opening,Y,P3,,$98.28 
68770,,Close tear system fistula,Y,A2,17.4870,$872.88 
68801,,Dilate tear duct opening,N,N1,,
68810,,Probe nasolacrimal duct,Y,A2,2.7117,$135.36 
68811,,Probe nasolacrimal duct,Y,A2,17.4870,$872.88 
68815,,Probe nasolacrimal duct,Y,A2,17.4870,$872.88 
68816,,Probe nl duct w/balloon,Y,G2,17.4870,$872.88 
68840,,Explore/irrigate tear ducts,Y,P3,,$86.52 
68850,,Injection for tear sac x-ray,N,N1,,
69000,,Drain external ear lesion,Y,P3,,$133.93 
69005,,Drain external ear lesion,Y,P3,,$141.54 
69020,,Drain outer ear canal lesion,Y,P3,,$184.45 
69100,,Biopsy of external ear,Y,P3,,$68.52 
69105,,Biopsy of external ear canal,Y,P3,,$118.70 
69110,,Remove external ear partial,Y,A2,20.4143,"$1,019.00 "
69120,,Removal of external ear,Y,A2,48.9379,"$2,442.78 "
69140,,Remove ear canal lesion(s),Y,A2,48.9379,"$2,442.78 "
69145,,Remove ear canal lesion(s),Y,A2,20.4143,"$1,019.00 "
69150,,Extensive ear canal surgery,Y,A2,48.9379,"$2,442.78 "
69200,,Clear outer ear canal,N,N1,,
69205,,Clear outer ear canal,Y,A2,12.1817,$608.06 
69209,,Remove impacted ear wax uni,N,N1,,
69210,,Remove impacted ear wax uni,N,N1,,
69220,,Clean out mastoid cavity,N,N1,,
69222,,Clean out mastoid cavity,Y,P3,,$167.49 
69300,,Revise external ear,Y,A2,22.2030,"$1,108.28 "
69310,,Rebuild outer ear canal,Y,A2,48.9379,"$2,442.78 "
69320,,Rebuild outer ear canal,Y,A2,48.9379,"$2,442.78 "
69420,,Incision of eardrum,Y,P2,2.1931,$109.47 
69421,,Incision of eardrum,Y,A2,22.2030,"$1,108.28 "
69424,,Remove ventilating tube,N,P3,,$101.40 
69433,,Create eardrum opening,Y,P3,,$147.08 
69436,,Create eardrum opening,Y,A2,10.5336,$525.80 
69440,,Exploration of middle ear,Y,A2,22.2030,"$1,108.28 "
69450,,Eardrum revision,Y,A2,22.2030,"$1,108.28 "
69501,,Mastoidectomy,Y,A2,48.9379,"$2,442.78 "
69502,,Mastoidectomy,Y,A2,48.9379,"$2,442.78 "
69505,,Remove mastoid structures,Y,A2,48.9379,"$2,442.78 "
69511,,Extensive mastoid surgery,Y,A2,48.9379,"$2,442.78 "
69530,,Extensive mastoid surgery,Y,A2,48.9379,"$2,442.78 "
69540,,Remove ear lesion,Y,P3,,$170.95 
69550,,Remove ear lesion,Y,A2,48.9379,"$2,442.78 "
69552,,Remove ear lesion,Y,A2,48.9379,"$2,442.78 "
69601,,Mastoid surgery revision,Y,A2,48.9379,"$2,442.78 "
69602,,Mastoid surgery revision,Y,A2,48.9379,"$2,442.78 "
69603,,Mastoid surgery revision,Y,A2,48.9379,"$2,442.78 "
69604,,Mastoid surgery revision,Y,A2,48.9379,"$2,442.78 "
69610,,Repair of eardrum,Y,P3,,$218.71 
69620,,Repair of eardrum,Y,A2,22.2030,"$1,108.28 "
69631,,Repair eardrum structures,Y,A2,48.9379,"$2,442.78 "
69632,,Rebuild eardrum structures,Y,A2,48.9379,"$2,442.78 "
69633,,Rebuild eardrum structures,Y,A2,48.9379,"$2,442.78 "
69635,,Repair eardrum structures,Y,A2,48.9379,"$2,442.78 "
69636,,Rebuild eardrum structures,Y,A2,48.9379,"$2,442.78 "
69637,,Rebuild eardrum structures,Y,A2,48.9379,"$2,442.78 "
69641,,Revise middle ear & mastoid,Y,A2,48.9379,"$2,442.78 "
69642,,Revise middle ear & mastoid,Y,A2,48.9379,"$2,442.78 "
69643,,Revise middle ear & mastoid,Y,A2,48.9379,"$2,442.78 "
69644,,Revise middle ear & mastoid,Y,A2,48.9379,"$2,442.78 "
69645,,Revise middle ear & mastoid,Y,A2,48.9379,"$2,442.78 "
69646,,Revise middle ear & mastoid,Y,A2,48.9379,"$2,442.78 "
69650,,Release middle ear bone,Y,A2,22.2030,"$1,108.28 "
69660,,Revise middle ear bone,Y,A2,48.9379,"$2,442.78 "
69661,,Revise middle ear bone,Y,A2,48.9379,"$2,442.78 "
69662,,Revise middle ear bone,Y,A2,48.9379,"$2,442.78 "
69666,,Repair middle ear structures,Y,A2,22.2030,"$1,108.28 "
69667,,Repair middle ear structures,Y,A2,22.2030,"$1,108.28 "
69670,,Remove mastoid air cells,Y,A2,48.9379,"$2,442.78 "
69676,,Remove middle ear nerve,Y,A2,22.2030,"$1,108.28 "
69700,,Close mastoid fistula,Y,A2,10.5336,$525.80 
69705,,Nps surg dilat eust tube uni,Y,J8,73.0409,"$3,645.91 "
69706,,Nps surg dilat eust tube bi,Y,J8,73.0409,"$3,645.91 "
69711,,Remove/repair hearing aid,Y,A2,22.2030,"$1,108.28 "
69714,,Impltj oi implt skl perq esp,Y,J8,197.4722,"$9,857.02 "
