Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)							
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.							
							
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	January 2024  Payment Indicator	January 2024  Payment Weight  	January 2024 Payment Rate 	
66982		Xcapsl ctrc rmvl cplx wo ecp	Y	A2	22.1195	"$1,183.70"	
66983		Cataract surg w/iol 1 stage	Y	A2	22.1195	"$1,183.70"	
66984		Xcapsl ctrc rmvl w/o ecp	Y	A2	22.1195	"$1,183.70"	
66985		Insert lens prosthesis	Y	A2	22.1195	"$1,183.70"	
66986		Exchange lens prosthesis	Y	A2	22.1195	"$1,183.70"	
66987		Xcapsl ctrc rmvl cplx w/ecp	Y	G2	38.2149	"$2,045.03"	
66988		Xcapsl ctrc rmvl w/ecp	Y	G2	38.2149	"$2,045.03"	
66989		Xcpsl ctrc rmvl cplx insj 1+	Y	J8	68.4896	"$3,665.15"	
66990		Ophthalmic endoscope add-on	N	N1			
66991		Xcapsl ctrc rmvl insj 1+	Y	J8	69.7507	"$3,732.64"	
67005		Partial removal of eye fluid	Y	A2	22.1195	"$1,183.70"	
67010		Partial removal of eye fluid	Y	A2	22.1195	"$1,183.70"	
67015		Release of eye fluid	Y	A2	22.1195	"$1,183.70"	
67025		Replace eye fluid	Y	A2	22.1195	"$1,183.70"	
67027		Implant eye drug system	Y	A2	37.7494	"$2,020.12"	
67028		Injection eye drug	N	P3		$59.59	
67030		Incise inner eye strands	Y	A2	22.1195	"$1,183.70"	
67031		Laser surgery eye strands	Y	A2	5.6345	$301.52	
67036		Removal of inner eye fluid	Y	A2	38.2149	"$2,045.03"	
67039		Laser treatment of retina	Y	A2	38.2149	"$2,045.03"	
67040		Laser treatment of retina	Y	A2	38.2149	"$2,045.03"	
67041		Vit for macular pucker	Y	G2	38.2149	"$2,045.03"	
67042		Vit for macular hole	Y	G2	38.2149	"$2,045.03"	
67043		Vit for membrane dissect	Y	G2	38.2149	"$2,045.03"	
67101		Repair detached retina crtx	Y	P3		$204.00	
67105		Repair detached retina pc	Y	P3		$169.94	
67107		Repair detached retina	Y	G2	38.2149	"$2,045.03"	
67108		Repair detached retina	Y	G2	38.2149	"$2,045.03"	
67110		Repair detached retina	Y	P3		$506.23	
67113		Repair retinal detach cplx	Y	G2	48.3152	"$2,585.54"	
67115		Release encircling material	Y	A2	38.2149	"$2,045.03"	
67120		Remove eye implant material	Y	A2	22.1195	"$1,183.70"	
67121		Remove eye implant material	Y	A2	22.1195	"$1,183.70"	
67141		Proph rta dtchmnt crtx dthrm	Y	A2	2.8238	$151.11	
67145		Proph rta dtchmnt pc	Y	P3		$148.33	
67208		Treatment of retinal lesion	Y	P2	2.8238	$151.11	
67210		Treatment of retinal lesion	Y	P3		$277.67	
67218		Treatment of retinal lesion	Y	A2	27.7926	"$1,487.29"	
67220		Treatment of choroid lesion	Y	P3		$292.73	
67221		Ocular photodynamic ther	Y	P3		$143.09	
67225		Eye photodynamic ther add-on	N	N1			
67227		Dstrj extensive retinopathy	Y	P3		$164.70	
67228		Treatment x10sv retinopathy	Y	P3		$175.84	
67229	*	Tr retinal les preterm inf	Y	R2	5.6345	$301.52	
67250		Reinforce eye wall	Y	A2	18.2852	$978.51	
67255		Reinforce/graft eye wall	Y	A2	38.2149	"$2,045.03"	
67311		Revise eye muscle	Y	A2	18.2852	$978.51	
67312		Revise two eye muscles	Y	A2	27.7926	"$1,487.29"	
67314		Revise eye muscle	Y	A2	18.2852	$978.51	
67316		Revise two eye muscles	Y	A2	18.2852	$978.51	
67318		Revise eye muscle(s)	Y	A2	18.2852	$978.51	
67320		Revise eye muscle(s) add-on	N	N1			
67331		Eye surgery follow-up add-on	N	N1			
67332		Rerevise eye muscles add-on	N	N1			
67334		Revise eye muscle w/suture	N	N1			
67335		Eye suture during surgery	N	N1			
67340		Revise eye muscle add-on	N	N1			
67343		Release eye tissue	Y	A2	18.2852	$978.51	
67345		Destroy nerve of eye muscle	Y	P3		$124.76	
67346		Biopsy eye muscle	Y	A2	27.7926	"$1,487.29"	
67400		Explore/biopsy eye socket	Y	A2	27.7926	"$1,487.29"	
67405		Explore/drain eye socket	Y	A2	18.2852	$978.51	
67412		Explore/treat eye socket	Y	A2	18.2852	$978.51	
67413		Explore/treat eye socket	Y	A2	18.2852	$978.51	
67414		Explr/decompress eye socket	Y	G2	27.7926	"$1,487.29"	
67415		Aspiration orbital contents	Y	A2	18.2852	$978.51	
67420		Explore/treat eye socket	Y	A2	27.7926	"$1,487.29"	
67430		Explore/treat eye socket	Y	A2	27.7926	"$1,487.29"	
67440		Explore/drain eye socket	Y	J8	35.0021	"$1,873.10"	
67445		Explr/decompress eye socket	Y	A2	27.7926	"$1,487.29"	
67450		Explore/biopsy eye socket	Y	A2	27.7926	"$1,487.29"	
67500		Inject/treat eye socket	Y	P3		$33.73	
67505		Inject/treat eye socket	Y	P3		$42.24	
67515		Inject/treat eye socket	Y	P3		$23.58	
67516	*	Sprchoroidal spc njx rx agt	Y	P3		$63.20	
67550		Insert eye socket implant	Y	A2	27.7926	"$1,487.29"	
67560		Revise eye socket implant	Y	A2	27.7926	"$1,487.29"	
67570		Decompress optic nerve	Y	A2	27.7926	"$1,487.29"	
67700		Drainage of eyelid abscess	Y	P2	2.8238	$151.11	
67710		Incision of eyelid	Y	P3		$199.41	
67715		Incision of eyelid fold	Y	A2	18.2852	$978.51	
67800		Remove eyelid lesion	Y	P3		$76.62	
67801		Remove eyelid lesions	Y	P3		$92.34	
67805		Remove eyelid lesions	Y	P3		$119.52	
67808		Remove eyelid lesion(s)	Y	A2	18.2852	$978.51	
67810		Biopsy eyelid & lid margin	Y	P3		$137.85	
67820		Revise eyelashes	N	N1			
67825		Revise eyelashes	Y	P3		$81.53	
67830		Revise eyelashes	Y	A2	9.8139	$525.18	
67835		Revise eyelashes	Y	A2	18.2852	$978.51	
67840		Remove eyelid lesion	Y	P3		$200.07	
67850		Dstrj lesion lid margin <1cm	Y	P3		$149.64	
67875		Closure of eyelid by suture	Y	G2	9.8139	$525.18	
67880		Revision of eyelid	Y	A2	18.2852	$978.51	
67882		Revision of eyelid	Y	A2	18.2852	$978.51	
67900		Repair brow defect	Y	A2	18.2852	$978.51	
67901		Repair eyelid defect	Y	A2	18.2852	$978.51	
67902		Repair eyelid defect	Y	A2	27.7926	"$1,487.29"	
67903		Repair eyelid defect	Y	A2	18.2852	$978.51	
67904		Repair eyelid defect	Y	A2	18.2852	$978.51	
67906		Repair eyelid defect	Y	A2	27.7926	"$1,487.29"	
67908		Repair eyelid defect	Y	A2	18.2852	$978.51	
67909		Revise eyelid defect	Y	A2	18.2852	$978.51	
67911		Revise eyelid defect	Y	A2	18.2852	$978.51	
67912		Correction eyelid w/implant	Y	A2	18.2852	$978.51	
67914		Repair eyelid defect	Y	A2	18.2852	$978.51	
67915		Repair eyelid defect	Y	P3		$238.38	
67916		Repair eyelid defect	Y	A2	18.2852	$978.51	
67917		Repair eyelid defect	Y	A2	18.2852	$978.51	
67921		Repair eyelid defect	Y	A2	18.2852	$978.51	
67922		Repair eyelid defect	Y	P3		$229.54	
67923		Repair eyelid defect	Y	A2	18.2852	$978.51	
67924		Repair eyelid defect	Y	A2	18.2852	$978.51	
67930		Repair eyelid wound	Y	P3		$233.47	
67935		Repair eyelid wound	Y	A2	18.2852	$978.51	
67938		Remove eyelid foreign body	Y	P2	2.8238	$151.11	
67950		Revision of eyelid	Y	A2	18.2852	$978.51	
67961		Revision of eyelid	Y	A2	18.2852	$978.51	
67966		Revision of eyelid	Y	A2	18.2852	$978.51	
67971		Reconstruction of eyelid	Y	A2	18.2852	$978.51	
67973		Reconstruction of eyelid	Y	A2	18.2852	$978.51	
67974		Reconstruction of eyelid	Y	A2	27.7926	"$1,487.29"	
67975		Reconstruction of eyelid	Y	A2	18.2852	$978.51	
68020		Incise/drain eyelid lining	Y	P3		$69.09	
68040		Treatment of eyelid lesions	Y	P3		$31.76	
68100		Biopsy of eyelid lining	Y	P3		$128.03	
68110		Remove eyelid lining lesion	Y	P3		$167.32	
68115		Remove eyelid lining lesion	Y	A2	18.2852	$978.51	
68130		Remove eyelid lining lesion	Y	A2	18.2852	$978.51	
68135		Remove eyelid lining lesion	Y	P3		$87.43	
68200		Treat eyelid by injection	N	N1			
68320		Revise/graft eyelid lining	Y	A2	18.2852	$978.51	
68325		Revise/graft eyelid lining	Y	A2	27.7926	"$1,487.29"	
68326		Revise/graft eyelid lining	Y	A2	27.7926	"$1,487.29"	
68328		Revise/graft eyelid lining	Y	A2	18.2852	$978.51	
68330		Revise eyelid lining	Y	A2	22.1195	"$1,183.70"	
68335		Revise/graft eyelid lining	Y	A2	27.7926	"$1,487.29"	
68340		Separate eyelid adhesions	Y	A2	18.2852	$978.51	
68360		Revise eyelid lining	Y	A2	27.7926	"$1,487.29"	
68362		Revise eyelid lining	Y	A2	18.2852	$978.51	
68371		Harvest eye tissue alograft	Y	A2	18.2852	$978.51	
68400		Incise/drain tear gland	Y	P3		$229.21	
68420		Incise/drain tear sac	Y	P3		$241.00	
68440		Incise tear duct opening	Y	P3		$67.78	
68500		Removal of tear gland	Y	A2	27.7926	"$1,487.29"	
68505		Partial removal tear gland	Y	A2	27.7926	"$1,487.29"	
68510		Biopsy of tear gland	Y	A2	18.2852	$978.51	
68520		Removal of tear sac	Y	A2	27.7926	"$1,487.29"	
68525		Biopsy of tear sac	Y	A2	18.2852	$978.51	
68530		Clearance of tear duct	Y	P2	2.8238	$151.11	
68540		Remove tear gland lesion	Y	A2	18.2852	$978.51	
68550		Remove tear gland lesion	Y	A2	27.7926	"$1,487.29"	
68700		Repair tear ducts	Y	A2	18.2852	$978.51	
68705		Revise tear duct opening	Y	P2	2.8238	$151.11	
68720		Create tear sac drain	Y	A2	27.7926	"$1,487.29"	
68745		Create tear duct drain	Y	A2	27.7926	"$1,487.29"	
68750		Create tear duct drain	Y	A2	27.7926	"$1,487.29"	
68760		Close tear duct opening	Y	P2	2.8238	$151.11	
68761		Close tear duct opening	Y	P3		$93.98	
68770		Close tear system fistula	Y	A2	18.2852	$978.51	
68801		Dilate tear duct opening	N	N1			
68810		Probe nasolacrimal duct	Y	A2	2.8238	$151.11	
68811		Probe nasolacrimal duct	Y	A2	18.2852	$978.51	
68815		Probe nasolacrimal duct	Y	A2	18.2852	$978.51	
68816		Probe nl duct w/balloon	Y	J8	23.4767	"$1,256.33"	
68840		Explore/irrigate tear ducts	Y	P3		$84.81	
68841		Insj rx elut implt lac canal	N	N1			
68850		Injection for tear sac x-ray	N	N1			
69000		Drain external ear lesion	Y	P3		$127.37	
69005		Drain external ear lesion	Y	P3		$135.56	
69020		Drain outer ear canal lesion	Y	P3		$172.23	
69100		Biopsy of external ear	Y	P3		$64.51	
69105		Biopsy of external ear canal	Y	P3		$110.68	
69110		Remove external ear partial	Y	A2	21.6231	"$1,157.14"	
69120		Removal of external ear	Y	A2	51.5906	"$2,760.82"	
69140		Remove ear canal lesion(s)	Y	A2	51.5906	"$2,760.82"	
69145		Remove ear canal lesion(s)	Y	A2	21.6231	"$1,157.14"	
69150		Extensive ear canal surgery	Y	A2	51.5906	"$2,760.82"	
69200		Clear outer ear canal	N	N1			
69205		Clear outer ear canal	Y	A2	12.7612	$682.90	
69209		Remove impacted ear wax uni	N	N1			
69210		Remove impacted ear wax uni	N	N1			
69220		Clean out mastoid cavity	N	N1			
69222		Clean out mastoid cavity	Y	P3		$159.46	
69300		Revise external ear	Y	A2	24.6457	"$1,318.89"	
69310		Rebuild outer ear canal	Y	A2	51.5906	"$2,760.82"	
69320		Rebuild outer ear canal	Y	A2	51.5906	"$2,760.82"	
69420		Incision of eardrum	Y	P2	2.3678	$126.71	
69421		Incision of eardrum	Y	A2	24.6457	"$1,318.89"	
69424		Remove ventilating tube	N	P3		$94.63	
69433		Create eardrum opening	Y	P3		$141.13	
69436		Create eardrum opening	Y	A2	12.4609	$666.83	
69440		Exploration of middle ear	Y	A2	24.6457	"$1,318.89"	
69450		Eardrum revision	Y	A2	24.6457	"$1,318.89"	
69501		Mastoidectomy	Y	A2	51.5906	"$2,760.82"	
69502		Mastoidectomy	Y	A2	51.5906	"$2,760.82"	
69505		Remove mastoid structures	Y	A2	51.5906	"$2,760.82"	
69511		Extensive mastoid surgery	Y	A2	51.5906	"$2,760.82"	
69530		Extensive mastoid surgery	Y	A2	51.5906	"$2,760.82"	
69540		Remove ear lesion	Y	P3		$161.76	
69550		Remove ear lesion	Y	A2	51.5906	"$2,760.82"	
69552		Remove ear lesion	Y	A2	51.5906	"$2,760.82"	
69601		Mastoid surgery revision	Y	A2	51.5906	"$2,760.82"	
69602		Mastoid surgery revision	Y	A2	51.5906	"$2,760.82"	
69603		Mastoid surgery revision	Y	A2	51.5906	"$2,760.82"	
69604		Mastoid surgery revision	Y	A2	51.5906	"$2,760.82"	
69610		Repair of eardrum	Y	P3		$211.20	
69620		Repair of eardrum	Y	A2	24.6457	"$1,318.89"	
69631		Repair eardrum structures	Y	A2	51.5906	"$2,760.82"	
69632		Rebuild eardrum structures	Y	A2	51.5906	"$2,760.82"	
69633		Rebuild eardrum structures	Y	A2	51.5906	"$2,760.82"	
69635		Repair eardrum structures	Y	A2	51.5906	"$2,760.82"	
69636		Rebuild eardrum structures	Y	A2	51.5906	"$2,760.82"	
69637		Rebuild eardrum structures	Y	A2	51.5906	"$2,760.82"	
69641		Revise middle ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69642		Revise middle ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69643		Revise middle ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69644		Revise middle ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69645		Revise middle ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69646		Revise middle ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69650		Release middle ear bone	Y	A2	24.6457	"$1,318.89"	
69660		Revise middle ear bone	Y	A2	51.5906	"$2,760.82"	
69661		Revise middle ear bone	Y	A2	51.5906	"$2,760.82"	
69662		Revise middle ear bone	Y	A2	51.5906	"$2,760.82"	
69666		Repair middle ear structures	Y	A2	24.6457	"$1,318.89"	
69667		Repair middle ear structures	Y	A2	24.6457	"$1,318.89"	
69670		Remove mastoid air cells	Y	A2	51.5906	"$2,760.82"	
69676		Remove middle ear nerve	Y	A2	24.6457	"$1,318.89"	
69700		Close mastoid fistula	Y	A2	12.4609	$666.83	
69705		Nps surg dilat eust tube uni	Y	J8	72.8471	"$3,898.34"	
69706		Nps surg dilat eust tube bi	Y	J8	71.9189	"$3,848.67"	
69711		Remove/repair hearing aid	Y	A2	24.6457	"$1,318.89"	
69714		Impl oi implt skull perq esp	Y	J8	187.2448	"$10,020.22"	
69716		Impl oi implt sk tc esp<100	Y	J8	187.6107	"$10,039.80"	
69717		Rplcmt oi implt skl prq esp	Y	J8	100.7518	"$5,391.63"	
69719		Rplcm oi implt sk tc esp<100	Y	J8	189.359	"$10,133.36"	
69720		Release facial nerve	Y	A2	51.5906	"$2,760.82"	
69726		Rmv ntr oi implt skl prq esp	Y	G2	28.3836	"$1,518.92"	
69727		Rmv ntr oi imp sk tc esp<100	Y	G2	28.3836	"$1,518.92"	
69728		Rmv ntr oi imp sk tc>=100	Y	G2	28.3836	"$1,518.92"	
69729		Impl oi implt sk tc esp>=100	Y	J8	152.9811	"$8,186.63"	
69730		Rplc oi implt sk tc esp>=100	Y	J8	152.9811	"$8,186.63"	
69740		Repair facial nerve	Y	A2	51.5906	"$2,760.82"	
69745		Repair facial nerve	Y	A2	51.5906	"$2,760.82"	
69801		Incise inner ear	Y	P3		$147.68	
69805		Explore inner ear	Y	A2	51.5906	"$2,760.82"	
69806		Explore inner ear	Y	A2	51.5906	"$2,760.82"	
69905		Remove inner ear	Y	A2	51.5906	"$2,760.82"	
69910		Remove inner ear & mastoid	Y	A2	51.5906	"$2,760.82"	
69915		Incise inner ear nerve	Y	A2	24.6457	"$1,318.89"	
69930		Implant cochlear device	Y	J8	528.1319	"$28,262.45"	
69990		Microsurgery add-on	N	N1			
92920		Prq cardiac angioplast 1 art	Y	J8	63.7342	"$3,410.67"	
92921		Prq cardiac angio addl art	N	N1			
92928		Prq card stent w/angio 1 vsl	Y	J8	123.5622	"$6,612.31"	
92929		Prq card stent w/angio addl	N	N1			
92978		Endoluminl ivus oct c 1st	N	N1			
93451		Right heart cath	Y	G2	30.5051	"$1,632.45"	
93452		Left hrt cath w/ventrclgrphy	Y	G2	30.5051	"$1,632.45"	
93453		R&l hrt cath w/ventriclgrphy	Y	G2	30.5051	"$1,632.45"	
93454		Coronary artery angio s&i	Y	G2	30.5051	"$1,632.45"	
93455		Coronary art/grft angio s&i	Y	G2	30.5051	"$1,632.45"	
93456		R hrt coronary artery angio	Y	G2	30.5051	"$1,632.45"	
93457		R hrt art/grft angio	Y	G2	30.5051	"$1,632.45"	
93458		L hrt artery/ventricle angio	Y	G2	30.5051	"$1,632.45"	
93459		L hrt art/grft angio	Y	G2	30.5051	"$1,632.45"	
93460		R&l hrt art/ventricle angio	Y	G2	30.5051	"$1,632.45"	
93461		R&l hrt art/ventricle angio	Y	G2	30.5051	"$1,632.45"	
93462		L hrt cath trnsptl puncture	N	N1			
93463		Drug admin & hemodynmic meas	N	N1			
93566		Njx car cth slctv rv/ra ang	N	N1			
93567		Njx car cth sprvlv aortgrphy	N	N1			
93568		Njx car cth nslc p-art angrp	N	N1			
93571		Heart flow reserve measure	N	N1			
93572		Heart flow reserve measure	N	N1			
93985		Dup-scan hemo compl bi std	N	P2	2.3752	$127.11	
93986		Dup-scan hemo compl uni std	N	P2	1.0657	$57.03	
C5271		Low cost skin substitute app	Y	G2	6.088	$325.79	
C5272		Low cost skin substitute app	N	N1			
C5273		Low cost skin substitute app	Y	G2	17.6771	$945.97	
C5274		Low cost skin substitute app	N	N1			
C5275		Low cost skin substitute app	Y	G2	6.088	$325.79	
C5276		Low cost skin substitute app	N	N1			
C5277		Low cost skin substitute app	Y	G2	6.088	$325.79	
C5278		Low cost skin substitute app	N	N1			
C7500		Deb bone 20 cm2 w/drug dev	Y	G2	21.6231	"$1,157.14"	
C7501		Perc bx breast lesions stero	Y	G2	21.6231	"$1,157.14"	
C7502		Perc bx breast lesions mr	Y	G2	21.6231	"$1,157.14"	
C7503		Open exc cerv node(s) w/ id	Y	G2	47.3889	"$2,535.97"	
C7504		Perq cvt&ls inj vert bodies	Y	G2	63.4025	"$3,392.92"	
C7505		Perq ls&cvt inj vert bodies	Y	G2	63.4025	"$3,392.92"	
C7506		Fusion of finger joints	Y	G2	63.4025	"$3,392.92"	
C7507		Perq thor&lumb vert aug	Y	G2	121.4718	"$6,500.44"	
C7508		Perq lumb&thor vert aug	Y	G2	121.4718	"$6,500.44"	
C7509		Dx bronch w/ navigation	Y	G2	29.2749	"$1,566.62"	
C7510		Bronch/lavag w/ navigation	Y	G2	29.2749	"$1,566.62"	
C7511		Bronch/bpsy(s) w/ navigation	Y	G2	29.2749	"$1,566.62"	
C7512		Bronch/bpsy(s) w/ ebus	Y	G2	29.2749	"$1,566.62"	
C7513		Cath/angio dialcir w/aplasty	Y	G2	28.9271	"$1,548.00"	
C7514		Cath/angio dial cir w/stents	Y	G2	28.9271	"$1,548.00"	
C7515		Cath/angio dial cir w/embol	Y	G2	28.9271	"$1,548.00"	
C7516		Cor angio w/ ivus or oct	Y	G2	47.204	"$2,526.07"	
C7517		Cor angio w/ilic/fem angio	Y	G2	47.204	"$2,526.07"	
C7520		Cor/gft angio w/ilic/fem ang	Y	G2	47.204	"$2,526.07"	
C7521		R hrt angio w/ ivus or oct	Y	G2	47.204	"$2,526.07"	
C7522		R hrt angio w/flow resrv	Y	G2	47.204	"$2,526.07"	
C7523		L hrt angio w/ ivus or oct	Y	G2	47.204	"$2,526.07"	
C7524		L hrt angio w/flow resrv	Y	G2	47.204	"$2,526.07"	
C7525		L hrt gft ang w/ ivus or oct	Y	G2	47.204	"$2,526.07"	
C7526		L hrt gft ang w/flow resrv	Y	G2	47.204	"$2,526.07"	
C7527		R&l hrt angio w/ ivus or oct	Y	G2	47.204	"$2,526.07"	
C7528		R&l hrt angio w/flow resrv	Y	G2	47.204	"$2,526.07"	
C7529		R&l hrt gft ang w/flow resrv	Y	G2	47.204	"$2,526.07"	
C7530		Cath/aplasty dial cir w/stnt	Y	G2	90.5832	"$4,847.47"	
C7531		Angio fem/pop w/ us	Y	J8	107.852	"$5,771.59"	
C7532		Angio w/ us non-coronary	Y	J8	104.6367	"$5,599.53"	
C7533		Ptca w/ plcmt brachytx dev	Y	J8	107.1133	"$5,732.06"	
C7535		Fem/pop revasc w/stent & us	Y	J8	187.6501	"$10,041.91"	
C7537		Insrt atril pm w/l vent lead	Y	J8	197.4074	"$10,564.06"	
C7538		Insrt vent pm w/l vent lead	Y	J8	201.0881	"$10,761.03"	
C7539		Insrt a & v pm w/l vent lead	Y	J8	205.1558	"$10,978.71"	
C7540		Rmv&rplc pm dul w/l vnt lead	Y	J8	201.9253	"$10,805.83"	
C7545		Exch bil cath w/ rmv calculi	Y	G2	48.1241	"$2,575.31"	
C7547		Cnvrt neph cath w/ dil stric	Y	G2	30.3866	"$1,626.11"	
C7548		Exch neph cath w/ dil stric	Y	G2	30.3866	"$1,626.11"	
C7550		Cysto w/ bx(s) w/ blue light	Y	G2	30.3866	"$1,626.11"	
C7551		Exc neuroma w/ implnt nv end	Y	G2	56.2989	"$3,012.78"	
C7554		Cystureth blu li cyst fl img	Y	G2	17.3762	$929.87	
C7556		Bronch lavage w/ebus	Y	G2	29.2749	"$1,566.62"	
C7557		Cor angio/vent w/ffr	Y	G2	47.204	"$2,526.07"	
C7558		Cor angio/vent w/drug admin	Y	G2	47.204	"$2,526.07"	
C7560		Ercp remove forgn body&endo	Y	G2	33.619	"$1,799.09"	
C9600		Perc drug-el cor stent sing	Y	J8	125.2298	"$6,701.55"	
C9601		Perc drug-el cor stent bran	N	N1			
C9725		Place endorectal app	Y	G2	8.8594	$474.10	
C9726		Rxt breast appl place/remov	N	N1			
C9727		Insert palate implants	Y	G2	12.4609	$666.83	
C9728		"Place device/marker, non pro"	N	G2	13.4315	$718.77	
C9734		"U/s trtmt, not leiomyomata"	Y	J8	152.9811	"$8,186.63"	
C9739		Cystoscopy prostatic imp 1-3	Y	J8	70.2738	"$3,760.63"	
C9740		Cysto impl 4 or more	Y	J8	137.2658	"$7,345.64"	
C9757		Spine device implant surgery	Y	G2	121.4718	"$6,500.44"	
C9759		Transcath intraop microinf	N	N1			
C9761		"Cysto, litho, vacuum kidney"	Y	G2	84.9405	"$4,545.51"	
C9764		Revasc intravasc lithotripsy	Y	J8	135.5912	"$7,256.03"	
C9765		Revasc intra lithotrip-stent	Y	J8	219.453	"$11,743.81"	
C9766		Revasc intra lithotrip-ather	Y	J8	225.6514	"$12,075.51"	
C9767		Revasc lithotrip-stent-ather	Y	J8	230.6077	"$12,340.74"	
C9769		Cysto w/temp pros implant	Y	J8	131.7007	"$7,047.83"	
C9772		Revasc lithotrip tibi/perone	Y	J8	124.6689	"$6,671.53"	
C9773		Revasc lithotr-stent tib/per	Y	J8	213.07	"$11,402.23"	
C9774		Revasc lithotr-ather tib/per	Y	J8	225.1964	"$12,051.16"	
C9775		Revasc lith-sten-ath tib/per	Y	J8	228.2709	"$12,215.69"	
C9777		Esophag muc integ w/eso egd	Y	J8	42.3398	"$2,265.77"	
C9778		"Colpopexy, min/inv, ex-perit"	Y	J8	50.2584	"$2,689.53"	
C9781		Arthro/shoul surg; w/spacer	Y	J8	186.9427	"$10,004.05"	
C9789		Instill pharm renal pelvis	Y	G2	22.8959	"$1,225.25"	
C9790		Kidney histotripsy w/image	N	G2	127.1766	"$6,805.73"	
D4210		Gingivectomy/plasty 4 or mor	Y	D2	24.6457	"$1,318.89"	
D4211		Gingivectomy/plasty 1 to 3	Y	D2	24.6457	"$1,318.89"	
D4212		Gingivectomy/plasty rest	Y	D2	24.6457	"$1,318.89"	
D4260		Osseous surgery 4 or more	Y	D2	51.5906	"$2,760.82"	
D4263		Bone replce graft first site	Y	D2	8.5348	$456.73	
D4270		Pedicle soft tissue graft pr	Y	D2	12.4609	$666.83	
D4273		Auto tissue graft 1st tooth	Y	D2	12.4609	$666.83	
D7111		Extraction coronal remnants	Y	D2	8.5348	$456.73	
D7140		Extraction erupted tooth/exr	Y	D2	8.5348	$456.73	
D7210		Rem imp tooth w mucoper flp	Y	D2	12.4609	$666.83	
D7220		Impact tooth remov soft tiss	Y	D2	8.5348	$456.73	
D7230		Impact tooth remov part bony	Y	D2	8.5348	$456.73	
D7240		Impact tooth remov comp bony	Y	D2	8.5348	$456.73	
D7241		Impact tooth rem bony w/comp	Y	D2	8.5348	$456.73	
D7250		Tooth root removal	Y	D2	8.5348	$456.73	
D7270		Tooth reimplantation	Y	D2	8.5348	$456.73	
D7310		Alveoplasty w/ extraction	Y	D2	12.4609	$666.83	
D7311		Alveoloplasty w/extract 1-3	Y	D2	12.4609	$666.83	
D7472		Removal of torus palatinus	Y	D2	8.5348	$456.73	
D7473		Remove torus mandibularis	Y	D2	8.5348	$456.73	
D7510		I&d absc intraoral soft tiss	Y	D2	6.8201	$364.97	
D7511		Incision/drain abscess intra	Y	D2	6.8201	$364.97	
D7520		I&d abscess extraoral	Y	D2	6.8201	$364.97	
D7550		Removal of sloughed off bone	Y	D2	8.5348	$456.73	
D7950		Mandible graft	Y	D2	51.5906	"$2,760.82"	
G0104	**	Ca screen;flexi sigmoidscope	Y	P3		$151.61	
G0105	**	Colorectal scrn; hi risk ind	Y	A2	8.8594	$474.10	
G0121	**	Colon ca scrn not hi rsk ind	Y	A2	8.8594	$474.10	
G0186		"Dstry eye lesn,fdr vssl tech"	Y	R2	5.6345	$301.52	
G0260		Inj for sacroiliac jt anesth	Y	A2	6.7034	$358.73	
G0276		Pild/placebo control clin tr	Y	G2	63.4025	"$3,392.92"	
G0278		"Iliac art angio,cardiac cath"	N	N1			
G0330		Facility svs dental rehab	Y	D2	24.6457	"$1,318.89"	
G0429		Dermal filler injection(s)	Y	P3		$54.36	
G0516		"Insert drug del implant, >=4"	N	N1			
G0517		Remove drug implant	N	N1			
G0518		Remove w insert drug implant	N	N1			
							
"NOTE 1: Payment indicators for ""office-based"" procedures (P2, P3) are based on a comparison of the final rates according to the ASC standard ratesetting methodology and the MPFS final rates for January 1, 2024. For a discussion of the MPFS rates, we refer readers to the CY 2024 MPFS final rule with comment period."							
							
							
"NOTE 2:  Asterisked codes(*) indicate that the procedure’s ""office-based"" designation is temporary because we have insufficient claims data.  We will reconsider this designation when new claims data become available."							
